Mon Sep 25 22:38:05 2023    profile_results

         21061 function calls (20972 primitive calls) in 165.701 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      415    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
1505/1499    0.000    0.000    0.000    0.000 {built-in method builtins.len}
       22    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       52    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      141    0.000    0.000    0.002    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       21    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       62    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       62    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       10    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        6    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        6    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      158    0.002    0.000    0.002    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      158    1.116    0.007    1.116    0.007 {method '__enter__' of '_multiprocessing.SemLock' objects}
      158    0.001    0.000    0.001    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
      104    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       52    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       26    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HASH' objects}
       52    0.000    0.000    0.000    0.000 {built-in method _hashlib.new}


